A B A B A B B A
17.696777 -1.596567 20.917021 -2.797921 -17.209949 -3.719721 -3.969659 16.832242
19.484572 -1.939056 20.430527 -2.141322 -16.296063 -4.382675 -3.821624 15.561235
17.447371 -2.037936 20.808552 -1.657319 -17.252079 -4.988855 -2.309405 15.437844
15.216004 -3.311391 19.694981 -1.027775 -18.525376 -4.991022 -2.256087 16.654274
14.552633 -3.512026 20.245447 -0.839202 -20.764920 -5.169449 -1.277362 16.821294
18.437536 -4.313366 19.274126 0.353450 -19.439494 -5.091662 -0.758205 14.171101
16.277679 -4.424574 19.350030 0.852583 -18.891914 -5.235122 0.252641 15.852155
15.789107 -5.170122 19.540430 1.296297 -19.401755 -4.316303 0.613708 15.147367
13.712576 -4.778010 20.383098 1.847361 -19.443111 -4.037676 0.811328 13.740644
13.724893 -5.156933 19.967757 2.512329 -18.819913 -3.754243 1.831655 12.801761
11.653585 -4.872994 20.306996 3.268980 -18.658519 -3.357356 2.458936 11.604792
14.009832 -5.038926 18.423754 3.571835 -20.128683 -2.650773 3.022807 13.018941
12.948334 -4.715932 18.266579 3.756218 -19.262257 -2.514545 2.974751 10.828607
12.361279 -5.155686 19.674890 4.374671 -18.465700 -1.694679 4.206490 10.561123
12.771792 -4.479933 17.381988 4.458268 -19.311387 -1.162227 4.508697 9.689237
11.143342 -4.504225 17.710762 4.922334 -19.726273 -0.690400 4.712814 9.518525
11.076259 -3.687068 17.388797 5.598497 -19.067784 0.107878 4.736182 9.861045
10.289327 -3.306060 17.194549 5.142328 -20.357606 0.710124 5.053722 8.792875
8.810197 -2.465985 16.125048 5.007859 -20.480394 1.303249 4.703668 8.581284
10.461361 -1.674934 15.285762 5.166619 -20.034451 2.278989 5.120704 8.622936
9.407048 -1.023026 15.548691 5.239953 -19.171387 2.362937 5.010598 7.401686
7.345928 -0.204035 15.741661 5.060216 -19.608247 3.834797 5.082006 8.787000
8.531751 0.433635 14.973032 4.771405 -19.354432 3.793095 4.821422 5.082847
6.504742 0.602275 16.449211 4.223229 -19.041843 4.200667 4.148017 4.219201
7.056270 1.375873 14.789923 3.622178 -18.645669 4.601167 3.847929 5.187636
6.025127 2.172996 14.540101 3.295542 -18.356545 4.863435 3.162287 5.187426
3.623978 2.617943 14.603506 3.163420 -21.070809 4.536825 2.672325 6.090933
2.972965 3.678401 12.300386 2.312867 -18.918996 5.034898 2.698284 2.704563
2.847503 4.184966 11.607878 1.309898 -19.153761 5.208151 1.559941 2.855249
3.803009 4.593826 13.597949 1.384196 -19.405641 4.625150 1.853598 2.652734
1.832502 4.967411 12.164017 0.160631 -16.821098 4.790405 0.031747 2.156016
1.287674 4.680727 10.803223 -0.212072 -16.775350 4.107422 -0.096771 1.785707
-0.788503 4.192516 9.995386 -0.548813 -16.701850 3.868030 -0.956378 0.318640
1.494654 4.823659 9.033656 -1.124055 -16.139444 2.867539 -1.695301 -0.059935
0.711443 4.820919 8.506251 -2.025543 -18.173783 2.185547 -2.342297 -0.913071
-1.541735 4.801965 7.947878 -2.208714 -17.078079 1.909810 -2.850264 -2.193338
-0.509152 4.744820 9.273838 -3.011632 -15.676094 1.361123 -3.165517 -3.012430
-1.950848 4.753523 8.539644 -3.569860 -17.192344 1.486357 -4.022980 -3.339559
-3.369980 4.180234 7.443758 -4.131532 -16.653291 0.319937 -4.440554 -4.557858
-1.708731 4.013537 5.938995 -4.532880 -14.633528 -0.472831 -4.922375 -3.980946
-5.067728 3.340241 6.861588 -4.894289 -13.338532 -1.392135 -4.551395 -6.532014
-4.517275 3.233217 5.525298 -4.900376 -14.252799 -1.856898 -4.979506 -3.664081
-4.340146 2.515234 4.639549 -4.985318 -16.275848 -2.687361 -5.166709 -5.774598
-6.413905 1.609571 5.261995 -4.983196 -13.617800 -3.192507 -4.865762 -6.705595
-5.334389 0.806970 4.060638 -5.835871 -13.226876 -3.489485 -4.939008 -5.498585
-8.286080 0.542574 3.138032 -5.384306 -13.233238 -3.691285 -5.173268 -8.532650
-5.987448 -0.058232 2.266699 -4.523733 -12.440758 -4.664475 -4.671991 -8.619309
-7.734330 -0.497372 3.872670 -4.882457 -12.522775 -4.637295 -4.449150 -9.227628
-7.000528 -1.462437 1.891770 -4.532841 -11.544217 -4.310094 -3.904041 -10.711813
-8.239868 -2.730924 0.557964 -4.135749 -10.555423 -5.300850 -3.097645 -9.312075
-9.747938 -2.712458 -1.443495 -3.836464 -10.817542 -5.156236 -3.240160 -10.710905
-9.552167 -3.608874 -1.857801 -3.612552 -11.647849 -4.361680 -2.851906 -10.343788
-9.856376 -3.770993 -1.459264 -3.069053 -7.970562 -4.869956 -1.965108 -13.337008
-11.315409 -3.833402 -1.979248 -2.627863 -8.030614 -4.393259 -1.158528 -13.083270
-13.001814 -4.363195 -1.633973 -2.200387 -8.150542 -3.954207 -0.765483 -12.625215
-13.782117 -4.546077 -3.974445 -1.047112 -8.161233 -3.553304 0.539026 -14.576877
-13.820948 -4.744196 -2.706061 -1.016896 -3.520902 -3.275215 0.608717 -14.566322
-12.359311 -5.543506 -6.294276 -0.346100 -6.138207 -2.388788 1.200384 -13.675594
-14.072957 -5.218379 -5.771223 0.970153 -6.162505 -1.785932 1.854405 -13.461848
-16.037818 -4.993838 -4.958623 1.316270 -4.821532 -1.117977 2.490985 -15.257151
-14.571980 -4.929119 -6.512949 1.569393 -5.268038 -0.746987 2.960108 -15.780099
-16.829881 -4.651245 -7.334370 2.306188 -4.246036 -0.256063 3.564434 -15.244669
-15.763607 -4.015653 -7.258548 2.926766 -2.300934 0.645005 4.314188 -19.249433
-17.057486 -3.844656 -8.569480 3.236227 -3.193289 1.222146 5.166233 -15.939876
-16.015922 -3.133060 -8.989621 3.643825 -0.079727 2.004318 4.460597 -15.307035
-15.739125 -2.708855 -7.753380 4.165156 1.177949 2.630329 4.612734 -16.443008
-16.979661 -2.327163 -7.999104 4.758184 0.631399 2.882971 4.954613 -17.585325
-17.370329 -1.929340 -9.883981 4.783515 0.948695 3.549429 5.349642 -16.830105
-18.671611 -0.755325 -7.877590 5.549398 0.843612 4.065139 5.634904 -18.025666
-17.992496 -0.362657 -9.458358 5.233875 2.581062 4.881850 5.299018 -18.180613
-19.039691 0.808777 -12.129232 5.493867 3.268697 4.665290 4.116709 -18.376825
-16.906238 1.009100 -12.975634 5.529978 1.446457 4.728707 4.514475 -18.522170
-17.798393 1.480339 -10.607651 5.638879 2.629748 5.047271 4.139173 -18.016731
-17.590731 1.924640 -13.344140 4.774923 5.115333 4.923721 3.668923 -17.930992
-19.343226 2.700920 -13.419160 4.859939 3.279559 4.490029 3.478242 -17.772249
-18.008242 3.348510 -14.016191 4.218254 5.635140 4.528002 2.907538 -20.172831
-18.804026 4.040047 -13.536558 3.884691 5.880223 4.408077 1.957049 -21.813327
-19.048993 4.691261 -15.402433 3.343984 8.016128 4.086490 1.551362 -18.298274
-19.001446 4.623241 -16.670068 2.608577 7.693926 3.236933 0.988411 -21.681393
-19.950762 4.402179 -15.472198 2.620437 8.360080 2.954328 -0.019002 -18.851224
-20.149096 5.219806 -17.336293 1.988112 8.052360 2.506558 -0.492867 -19.995325
-22.928928 4.890987 -17.790440 1.175501 9.983871 1.858572 -1.040471 -19.037170
-19.507176 4.974685 -16.897496 1.168022 10.485717 1.270657 -2.068799 -19.264222
-19.545007 4.816397 -18.338021 -0.045811 11.398565 0.566019 -1.933935 -20.281833
-18.206867 4.649229 -18.067148 -0.490004 12.132274 -0.190427 -2.557357 -19.011001
-20.212980 4.718375 -18.443360 -1.253465 11.911996 -0.783865 -3.587570 -21.460774
-20.029067 3.669002 -17.196582 -1.765589 12.597632 -1.584535 -3.350948 -18.920062
-18.529594 3.668075 -17.777994 -2.101806 11.756769 -2.372244 -4.087822 -20.748149
-21.704758 2.882534 -18.430012 -2.192888 12.608674 -3.416884 -4.735160 -20.584786
-21.733590 3.255505 -20.320439 -3.401609 14.302663 -3.449528 -4.891037 -20.456852
-18.439475 1.732209 -18.666947 -3.435357 15.324371 -3.717691 -4.917906 -19.251472
-19.566376 1.336659 -19.396145 -4.030103 13.605091 -3.968862 -4.796339 -19.154242
-19.984059 1.343251 -21.131808 -4.225087 14.771201 -4.552620 -5.211430 -21.097463
-19.971124 0.320751 -18.834459 -4.806687 14.420495 -4.203173 -4.687184 -18.487046
-17.934113 -0.588085 -20.495205 -4.680274 14.788052 -4.613683 -4.865455 -20.170680
-17.842828 -1.523996 -21.748345 -5.293122 17.287454 -4.890506 -4.486369 -20.294322
-18.879693 -1.957727 -19.972969 -5.639545 16.028159 -4.928726 -4.379954 -18.198420
-18.767708 -2.323232 -19.390896 -4.923708 16.942564 -4.731214 -3.716966 -18.205823
-16.747817 -2.841381 -20.091918 -5.204219 17.431970 -3.813417 -3.701944 -17.758078
-16.691946 -3.342999 -20.195551 -4.922101 16.759862 -4.103088 -2.671161 -19.227860
-16.845902 -3.556889 -21.105000 -4.698819 19.189111 -3.846643 -2.373840 -18.404625
-17.866803 -4.557822 -21.245295 -4.448971 15.709874 -3.826223 -1.631840 -17.336761
-16.897140 -4.352911 -19.196051 -3.841378 16.884812 -2.640766 -1.070216 -14.551947
-17.295983 -4.778460 -19.808809 -3.804959 19.661599 -1.970165 -0.565875 -17.532720
-17.336774 -4.342495 -19.693405 -3.279269 18.120391 -1.535212 0.070370 -15.297176
-16.855681 -5.026849 -19.504861 -2.593000 18.689808 -0.847850 1.064880 -14.604690
-15.658775 -4.721125 -20.079315 -2.756401 19.797677 -0.447070 1.285867 -13.508666
-14.447502 -4.695119 -20.144245 -1.760032 20.058207 0.145250 2.212234 -13.457320
-13.342668 -4.676314 -21.141921 -1.211518 21.270722 1.040208 2.331646 -14.255002
-13.291724 -4.412825 -18.262000 -0.263539 19.368649 1.745707 2.884748 -15.206106
-13.830825 -3.665319 -20.704133 -0.097976 20.543836 2.375407 3.514497 -11.562617
-10.728701 -3.730977 -17.332184 0.918044 19.691911 2.483343 3.948907 -13.577176
-11.069853 -3.058972 -19.482244 1.021826 20.772151 3.377173 4.825258 -12.832795
-10.734149 -2.800418 -16.857677 1.872899 20.599658 3.982758 4.792747 -12.107125
-10.088150 -2.378848 -17.534488 2.415226 18.171913 4.179611 4.560946 -10.776170
-12.201343 -1.151563 -17.794670 2.622935 21.524144 4.628666 4.959120 -11.169861
-11.791784 -0.954712 -18.629421 3.576420 18.664703 4.826162 5.113990 -8.779142
-9.327555 -0.078531 -17.370771 3.661703 19.033173 4.963781 5.051949 -9.947069
-9.033800 0.687832 -17.684452 4.304967 20.800401 5.068026 5.189098 -9.759767
-7.429071 1.231667 -18.235236 4.777654 19.991589 4.965010 4.466049 -7.923878
-9.543586 1.848603 -16.205614 4.652553 19.024091 4.759752 4.253583 -6.370754
-5.344151 2.578308 -17.158705 5.013989 18.750944 4.515300 4.245913 -7.298228
-9.367923 2.879308 -16.786259 5.360436 18.765550 4.029721 3.912714 -7.217647
-7.764195 3.519358 -18.553238 5.081999 18.675384 3.672468 3.023382 -6.789770
-6.477654 3.919134 -15.041291 5.048030 18.801270 3.655711 2.402717 -4.762577
-4.925514 4.374461 -16.578533 4.908392 18.671112 2.817174 1.802712 -5.146200
-5.338391 5.169253 -14.778237 4.537028 17.850183 2.188972 0.941590 -5.742173
-6.575083 4.522601 -13.080172 4.725533 19.364221 1.486921 0.539362 -2.674767
-3.688151 4.956796 -14.410883 3.944277 18.458108 0.584492 0.503991 -3.066846
-2.320385 5.046740 -13.466676 3.427904 16.498344 0.436682 -0.298749 -1.295233
-1.977726 4.890284 -13.628060 3.404262 15.618681 -0.859929 -1.002442 -1.790839
-1.065107 4.965502 -14.094814 3.303312 15.714800 -1.491588 -1.398007 -0.930603
0.622748 4.595150 -12.067334 2.552860 15.683297 -2.063908 -2.570104 -0.335638
0.402925 4.606160 -11.165301 1.748123 18.413417 -2.199659 -3.403854 1.646746
0.260652 3.880080 -10.981741 1.040266 15.693717 -3.065322 -3.789183 1.236424
-0.911391 3.635392 -8.714568 0.773470 13.875798 -3.379897 -4.247466 2.034261
1.583278 2.890219 -8.941239 -0.087798 14.538487 -3.748110 -4.206259 2.532213
0.709887 2.521907 -7.304761 -0.418862 14.641293 -4.187995 -4.576519 2.736860
2.915124 1.671689 -9.602449 -0.959840 14.602697 -4.597592 -5.407344 3.788808
3.454285 0.946203 -9.664007 -1.510999 12.681811 -4.674685 -5.234378 3.411163
4.914476 0.355009 -6.930330 -2.637859 11.800762 -5.004549 -5.115781 4.378633
3.306445 -0.129293 -6.196658 -2.777232 13.253842 -4.914490 -5.343145 5.654860
5.362022 -1.037732 -6.353069 -3.407180 12.311247 -4.569358 -4.965482 4.801404
6.806299 -1.502883 -3.457967 -3.611709 11.225666 -4.595302 -4.675734 7.140413
5.195587 -1.824533 -5.764203 -3.881670 11.984242 -4.335009 -4.429063 6.105639
6.445867 -2.257322 -6.669307 -4.392303 9.984040 -3.325517 -4.190927 6.885385
7.250474 -3.525290 -4.529305 -4.636927 9.546278 -2.855448 -3.832164 6.895188
7.086995 -3.214122 -2.891162 -4.504310 10.306301 -3.263182 -3.212436 8.069463
8.703174 -3.738708 -3.975350 -4.973832 7.212891 -2.675011 -2.889848 10.463798
7.859826 -4.497257 -0.049736 -5.001988 8.609970 -2.020319 -2.004220 10.936486
11.303767 -4.167124 -3.213533 -5.467255 9.060115 -1.378616 -1.907629 9.938168
10.385844 -4.962934 -0.652174 -5.442687 8.443989 -0.443229 -0.517341 10.484610
10.257991 -5.327782 -0.585001 -4.855635 6.250873 -0.040536 -0.001287 10.146324
10.188224 -5.182737 0.115139 -4.528770 6.015025 0.594941 -0.318371 11.472835
11.692103 -4.925170 0.759520 -4.369483 5.195774 1.458345 0.921589 11.709798
11.493871 -4.813704 2.642261 -4.015155 5.196600 1.744571 1.266071 12.849888
14.268802 -4.879830 2.531984 -3.410296 4.681166 2.885116 2.487781 12.914422
12.753267 -4.408903 3.597511 -3.172785 1.922136 3.505545 3.434072 13.878560
14.353063 -3.916010 4.527217 -2.321140 2.890315 3.283380 3.304612 14.198414
14.264766 -3.229415 2.982541 -2.340173 2.440392 3.731064 3.983413 14.228005
11.442509 -2.990534 8.477865 -1.535012 2.849012 4.358906 4.405709 14.839147
13.750936 -2.288508 4.440182 -0.398012 0.458690 4.577973 4.689174 16.591714
15.026950 -2.106658 6.904600 -0.572392 -0.513523 4.351590 4.958219 16.629940
16.903052 -0.876222 6.372680 0.422842 0.486342 5.307706 5.142734 15.163403
15.725292 -0.393698 6.596213 1.402966 0.855348 4.384080 5.089451 17.308017
16.822386 0.725745 5.446320 1.492680 -1.540145 4.786200 5.118082 16.709171
17.454273 0.617154 7.308045 1.409017 -1.694426 4.513218 4.843591 17.371806
19.503605 1.837164 8.070552 2.662880 -3.288881 4.727163 4.973402 16.694424
17.946396 2.222432 10.170601 2.886148 -4.104523 4.171664 4.782857 17.627097
17.081878 3.013324 10.382237 3.366074 -3.464984 3.766750 4.341632 17.203966
18.571847 3.219469 11.277231 3.759094 -4.402736 2.571399 4.024948 19.380714
18.675527 3.923155 11.191680 4.293580 -7.731483 2.361244 3.445527 16.859476
18.331627 3.960178 12.014223 4.859529 -7.239696 2.127610 3.214885 20.755459
16.936475 4.193131 11.171315 4.603895 -6.492208 1.139390 2.692431 19.394824
19.754366 4.789161 12.631528 4.582542 -6.304644 0.498036 1.571944 19.662552
20.483056 4.781650 11.361710 5.192248 -6.037617 -0.320331 1.318723 19.353885
20.705361 4.860264 13.931235 5.604052 -9.540056 -0.861688 0.676108 20.787674
21.449587 4.966608 13.891052 5.408104 -10.176749 -1.719675 -0.095776 21.375165
19.179315 5.007851 15.204232 4.797023 -10.265177 -2.015214 -0.896692 19.095076
19.839890 4.514324 14.738064 4.516547 -10.457411 -2.828173 -1.151210 20.849969
20.295773 4.338281 16.448382 4.627456 -11.801819 -3.363250 -1.891908 20.493634
19.204393 3.852289 17.731895 3.892654 -11.165121 -4.052463 -2.528902 19.603261
18.660666 3.765226 16.791521 4.315704 -12.704844 -3.787035 -2.843987 19.403469
19.310964 3.440409 16.055158 3.518204 -12.271341 -4.571659 -3.845617 19.413185
19.430530 2.965805 17.786665 2.886724 -12.710293 -5.183970 -4.274079 19.667095
20.263394 2.471358 17.890173 2.011119 -14.506100 -4.559592 -4.476808 21.623969
20.090686 1.983383 14.842024 1.921785 -12.920978 -4.873938 -4.893496 18.462113
21.173753 0.685396 17.147103 0.904952 -15.255808 -4.691404 -5.294274 19.224317
21.341460 0.408651 18.773052 0.906013 -16.712197 -4.725659 -5.261496 19.770105
19.273258 -0.159527 19.166572 -0.056662 -16.165996 -4.794942 -4.945009 19.897103
21.018474 -0.504086 20.086475 -0.902724 -14.437572 -4.226007 -5.469646 20.552934
19.736694 -2.122985 17.709962 -1.317164 -16.666617 -3.783689 -5.188349 20.047686
17.846027 -2.040748 18.511154 -2.203388 -14.743091 -3.224354 -4.776946 19.437882
17.673448 -2.940976 19.393803 -2.227900 -17.448349 -2.518094 -4.750049 19.066506
17.422225 -3.552013 20.479497 -3.062720 -16.881160 -2.490633 -4.364483 20.369749
18.878209 -4.334905 19.151736 -3.521617 -16.958446 -1.920361 -3.640635 18.463566
15.945327 -4.165800 20.007223 -4.080452 -17.284321 -1.129331 -3.041080 17.655445
19.057127 -4.709043 20.905727 -4.412750 -18.815628 -0.281023 -2.607337 17.272868
16.470068 -4.895721 21.086785 -4.940673 -16.256227 0.736965 -2.068964 18.876654
18.169002 -4.905940 20.176662 -5.462190 -18.479665 1.104556 -1.533030 18.504465
19.327082 -4.759705 22.061325 -4.824917 -19.254033 2.047700 -1.026540 17.678822
19.193909 -5.021340 19.979603 -4.910669 -18.805620 2.239395 -0.210444 17.415161
18.332124 -4.989380 19.666907 -5.212845 -18.945873 2.893524 0.237635 15.791010
17.117622 -4.631732 19.970091 -5.406675 -19.219423 3.548556 1.372702 16.747997
15.965285 -4.596254 20.614643 -5.141676 -18.974976 3.895250 1.933443 17.378476
16.202772 -4.350516 21.007548 -4.565854 -20.243836 4.644405 1.934106 15.581221
17.402563 -3.734011 19.117806 -4.713549 -19.369661 4.703686 3.321247 14.567796
14.505091 -3.157714 21.113486 -4.177411 -19.503750 5.075517 3.546871 14.523592
15.235692 -2.615802 19.444687 -3.667658 -20.401979 5.110056 3.903916 14.790216
13.571736 -2.213007 19.662922 -3.612348 -19.224486 5.001665 4.101142 14.006067
12.758533 -1.268472 19.789202 -2.977863 -19.500892 4.661467 4.584761 13.203914
13.555428 -0.812451 21.314393 -2.671162 -20.215287 4.489020 4.806492 13.560639
12.411782 0.073177 19.988263 -1.839653 -17.557427 4.370718 5.078368 12.160883
12.272244 0.307492 18.906765 -1.560195 -19.052658 3.996674 4.930174 12.666660
10.931663 1.119557 20.221329 -0.688997 -19.692640 3.685540 4.892977 11.746951
11.254189 2.050497 18.650606 0.041987 -19.555679 3.152807 5.270344 9.788494
9.061264 2.846150 17.673262 0.648532 -18.500230 2.317448 4.519730 11.571751
9.165720 3.395587 17.163358 1.322533 -20.026044 1.610460 4.820142 9.578679
11.147586 3.322948 20.576893 2.018016 -19.660392 1.340125 4.671400 10.978467
9.090502 3.988904 19.214303 2.609418 -18.630280 1.228866 3.596204 8.502886
8.142100 4.350882 18.761575 3.096659 -18.203063 0.439645 3.279962 8.584444
8.037596 4.496209 17.422996 3.895532 -17.081634 -0.442571 3.205934 6.907997
8.015866 4.809315 16.083633 3.698999 -18.558043 -1.125151 2.224888 5.322167
7.059575 4.401065 17.103432 3.723691 -15.521839 -1.641450 1.855083 5.788906
5.285572 4.870636 17.554847 4.553914 -18.704208 -2.651443 0.928789 5.027452
5.169185 4.667914 17.940975 4.821737 -18.331187 -3.127003 0.408554 6.307092
5.162798 4.858548 17.484700 4.886400 -18.130154 -3.578219 -0.246657 5.129985
4.956208 4.782377 14.138360 5.520465 -18.460263 -4.294480 -0.805838 4.014719
3.569147 4.319943 17.772312 5.101092 -16.202933 -4.581189 -0.938481 5.152482
4.559351 4.342589 14.914552 5.051134 -15.289234 -4.703057 -1.789295 5.275476
2.186300 4.073619 14.473290 4.608231 -13.961615 -4.858674 -2.901562 1.924913
0.181836 3.347489 12.906923 5.012214 -16.301211 -5.169400 -2.802279 2.196342
0.681213 3.064123 12.070091 4.861544 -14.893852 -4.737449 -3.260677 0.751514
-0.331485 1.669689 11.669307 4.482014 -14.989097 -4.545408 -4.036571 0.693310
-0.524888 1.256882 12.272579 3.944162 -12.118486 -4.828519 -4.404966 -0.969094
-0.862177 0.821107 11.469791 3.490571 -15.118900 -3.963059 -4.945708 0.013790
-1.038219 0.378543 10.167683 3.011032 -13.533569 -3.733641 -5.422892 -1.428321
-0.485174 -0.609708 10.175568 2.481463 -13.970804 -3.176732 -4.789704 -0.549821
-2.582605 -1.052433 10.817496 2.119136 -12.058063 -2.890790 -5.035189 -0.854201
-2.836395 -1.233576 9.236032 0.959266 -11.137792 -2.158925 -4.788883 -3.876935
-3.211226 -2.579322 7.004965 0.637766 -9.129708 -2.106855 -5.080379 -2.349023
-5.182166 -3.046666 8.051588 -0.149590 -10.462957 -0.941090 -5.072050 -3.819649
-4.515123 -3.455214 9.221972 -0.467840 -10.241583 -0.788816 -4.768672 -3.870847
-5.559920 -4.155107 8.548289 -0.871845 -7.608345 0.209459 -4.075395 -3.481116
-5.689788 -4.307257 5.452066 -1.611205 -7.515395 0.669871 -2.962509 -4.059494
-6.449337 -4.914849 5.554541 -2.181696 -8.378407 1.305544 -3.495371 -6.264860
-6.894686 -4.579078 4.697846 -2.890953 -8.215927 2.467763 -2.402261 -10.594364
-8.087394 -5.307218 5.738017 -3.054792 -7.857594 2.514405 -1.624081 -9.273902
-7.430872 -5.160382 4.667627 -3.463320 -7.504915 2.895369 -1.282950 -7.979205
-8.947103 -4.913552 4.357912 -4.264471 -6.665716 3.469500 -0.726300 -9.265439
-8.916117 -4.906925 2.434196 -4.615647 -6.386137 4.065644 0.256479 -10.516199
-10.251392 -4.653968 2.080330 -5.044118 -4.313760 4.008685 0.371724 -11.297671
-11.096386 -4.407957 0.855035 -4.867312 -4.762806 4.953044 1.052827 -9.334774
-10.906510 -3.735869 -0.112744 -5.293273 -3.069549 5.243082 1.768159 -10.654067
-12.126983 -3.745125 1.098851 -5.145653 -2.433118 4.715329 2.685865 -11.512508
-12.888812 -2.937937 -0.167588 -4.808903 -2.694095 4.692981 2.655150 -12.420694
-12.513021 -2.602580 -2.304612 -5.654685 -2.707719 4.303578 3.370015 -13.486449
-13.553775 -1.666653 -0.975950 -5.141980 -0.619478 4.448068 3.891002 -11.221611
-14.445196 -1.023578 -0.976881 -4.848146 -1.793879 4.239767 4.727554 -13.391162
-13.592908 -1.034177 -0.906399 -4.613260 1.214922 4.230565 4.735756 -15.194261
-14.256289 0.111372 -4.263746 -3.646434 1.799781 3.246537 5.050862 -15.421652
-15.701616 0.639386 -4.449254 -3.419843 1.349889 3.451512 5.175300 -14.440736
-15.125089 1.016707 -4.347464 -3.057695 1.398496 2.466509 5.126674 -16.222821
-15.651079 2.183608 -4.399214 -2.825847 3.343543 1.768537 4.903610 -16.891563
-16.922026 2.587747 -3.993716 -2.075296 4.012560 1.380558 4.769320 -15.687455
-17.767692 3.307130 -6.659208 -1.787586 3.818538 0.267321 5.213354 -17.845017
-16.069763 3.390583 -6.225319 -0.940428 5.825257 -0.220390 4.496256 -17.684432
-17.268683 4.038405 -6.110156 -0.745760 6.175911 -0.780988 3.919027 -16.079692
-19.063074 4.411818 -9.087288 0.516092 5.494734 -1.536665 4.104246 -16.759127
-15.563625 4.421423 -8.828517 0.731634 3.611854 -2.259181 3.546909 -17.368063
-18.509072 4.755284 -9.642430 1.328786 6.902989 -2.551946 2.796814 -18.990192
-18.185720 5.011649 -10.769161 1.508391 6.462429 -3.854655 2.420384 -18.383364
-17.500504 4.299180 -10.864734 2.354405 6.660700 -3.527177 1.228006 -19.017940
-19.097932 5.281999 -9.875699 2.652908 9.937616 -3.988282 1.417138 -20.336889
-20.314972 5.005553 -12.362106 3.703456 9.066963 -4.470207 0.260993 -18.318762
-21.090349 4.464814 -11.227883 4.000448 11.567738 -4.748271 -0.770377 -18.182203
-18.182063 3.756135 -12.257156 3.747846 10.670457 -5.065422 -1.474032 -20.592094
-20.019124 4.168340 -12.936229 4.320079 9.516939 -4.733673 -1.799757 -19.806664
-20.587657 3.377956 -13.392086 4.766505 12.868258 -4.478817 -2.404824 -19.725833
-20.384083 2.791442 -13.151670 4.922892 14.377607 -4.986100 -2.684938 -19.795587
-19.298481 1.896070 -15.684198 5.163581 13.061288 -4.847171 -3.660742 -19.860242
-19.545937 1.781460 -15.700424 5.185050 12.058692 -4.257161 -3.943265 -19.447493
-21.753691 1.137002 -17.387723 5.658706 13.640410 -3.697509 -4.065267 -20.619729
-20.565738 0.821838 -16.760233 4.480494 15.231153 -3.180904 -4.754032 -20.320082
-19.852213 -0.387448 -18.757705 4.447541 14.528091 -2.932150 -4.426057 -19.744753
-20.057022 -0.862834 -17.516980 4.436577 16.893069 -2.163649 -5.440848 -21.592307
-18.638594 -1.510093 -16.637375 4.294914 14.723467 -1.331058 -5.311928 -20.090194
-19.987168 -2.035883 -20.513667 4.134516 15.722844 -0.930763 -5.336435 -19.201692
-19.381945 -2.568391 -17.815647 3.691027 19.125650 0.296474 -4.950825 -19.079198
-19.988170 -3.326088 -18.404553 2.691159 16.768794 0.305750 -5.193861 -19.379062
-18.945727 -3.404111 -18.443376 2.155479 17.706035 1.291544 -4.861401 -19.960347
-19.510211 -4.115866 -17.947759 1.777240 16.836529 1.569505 -4.828811 -21.013994
-18.115175 -4.635769 -18.535032 1.453691 18.799219 2.414801 -3.853039 -19.925208
-18.564828 -4.902571 -17.718241 0.772353 18.485839 2.843845 -3.459552 -19.090505
-18.869544 -4.467025 -21.196728 -0.032528 19.752955 3.659110 -2.917775 -19.591176
-18.817465 -5.495636 -20.356319 -0.665299 17.993283 3.714488 -2.600408 -18.849576
-17.684197 -4.883083 -20.245014 -1.597892 17.346508 4.341177 -1.596837 -16.744625
-18.386025 -5.010199 -21.730042 -1.913132 17.127778 4.614884 -1.006357 -19.423386
-18.444279 -4.614236 -18.848001 -1.709929 19.279883 5.053862 -0.878293 -15.621547
-17.681563 -4.739226 -18.796816 -2.485304 16.251349 4.945345 0.077400 -17.151866
-16.986408 -4.504882 -20.412558 -3.515281 18.080507 4.862476 0.866415 -16.865412
-14.168098 -3.460456 -19.932736 -3.729351 19.624123 4.278139 1.175819 -16.268203
-17.635417 -3.425320 -19.374199 -3.682229 17.882306 4.422306 1.674327 -16.918430
-16.422202 -2.444814 -20.415846 -4.289345 21.167994 4.327161 3.185783 -15.860776
-15.621094 -2.180339 -18.868784 -5.111212 19.445628 4.074073 3.312194 -14.492904
-14.724629 -1.877386 -22.207644 -4.898443 18.712642 3.830309 3.489862 -16.414716
-15.422534 -0.922636 -20.523216 -4.997052 19.946877 3.080154 4.648876 -15.358053
-15.853966 -0.166488 -18.167542 -5.513451 19.018921 2.456961 4.681262 -14.736673
-12.051624 0.282008 -17.581687 -5.494940 19.048294 1.982663 4.387071 -12.801419
-13.720578 0.564080 -21.658406 -5.498079 20.724980 1.776260 5.217604 -13.478042
-12.976773 1.460089 -18.879270 -5.078271 18.271273 0.945480 4.882157 -13.367288
-14.335989 2.188209 -19.911945 -5.244624 19.236815 0.019713 5.268199 -12.756724
-13.162572 2.492290 -20.666006 -4.445370 20.117945 -0.663231 5.148695 -12.001296
-11.466835 3.607503 -21.549395 -3.860321 17.805829 -1.405149 5.191072 -13.599310
-10.738729 4.119514 -20.345056 -3.424355 20.816389 -1.734260 4.818532 -13.835081
-9.272465 4.304919 -20.613214 -3.087150 20.417684 -2.126619 4.350253 -10.554146
