A B A A B B A B
-3.926464 2.485899 16.246779 -21.913262 -0.701441 -0.773082 10.352915 -5.452635
-6.322240 2.350865 18.111742 -22.800764 -0.240497 1.630408 11.154715 -4.514313
-4.701201 3.568422 18.579178 -23.222184 -1.556016 0.380629 9.327100 -4.970701
-5.428575 3.033346 18.808576 -24.253691 -0.883808 1.377707 9.212166 -3.647110
-3.709421 5.173550 19.014555 -23.435067 -2.027522 3.181660 7.541755 -4.625372
-10.697113 3.835121 17.525531 -21.895577 -2.285516 1.216889 5.884674 -7.090841
-7.559251 4.538316 17.708598 -21.780536 -3.332733 2.939340 5.214826 -4.632451
-7.852297 4.031443 16.446242 -23.718216 -5.382496 4.383471 6.439204 -3.245109
-7.122992 5.100021 16.967635 -23.893744 -6.025745 7.346963 6.574467 -2.413670
-10.247121 4.183356 16.917246 -21.617348 -6.371497 3.686531 4.176422 -4.802221
-10.122571 6.014093 16.800131 -22.084955 -5.513558 4.777621 5.668609 -3.992284
-8.846718 3.526407 15.116751 -21.890483 -6.216255 4.806957 5.167290 -2.035934
-9.550889 3.613453 13.254109 -21.172842 -7.308128 5.067672 3.018149 -1.598776
-11.594345 3.636881 14.035305 -20.619987 -5.358278 5.268384 2.414144 -0.007417
-11.295752 2.806535 14.645912 -20.435257 -5.547925 4.099325 2.295740 0.404260
-11.065023 4.277003 12.253843 -20.189086 -4.524729 4.975413 0.054383 1.720959
-14.356360 4.036030 10.799494 -20.286628 -6.491778 4.860602 0.110212 3.876439
-13.898474 3.072927 11.470395 -19.953388 -3.206757 4.627381 -0.643919 3.368539
-15.311636 1.321595 10.002102 -19.388754 -3.837019 3.150187 -2.601946 4.421292
-16.689293 2.084795 9.265906 -21.059936 -4.165944 2.396890 -1.361121 2.142118
-15.090838 -0.310098 8.703352 -17.993757 -2.306706 2.484018 -2.837137 1.337563
-15.054720 -0.711202 9.236925 -18.458392 -2.873486 1.330023 -4.436782 5.706637
-17.326886 -0.071942 8.510012 -18.782464 -3.000812 2.281021 -2.783909 6.138180
-17.306526 -2.715205 7.535323 -16.211332 -1.352599 -0.929330 -3.914533 5.913822
-18.176465 -0.252223 4.825949 -18.337836 0.188835 -2.157511 -4.700178 5.231158
-18.688533 -2.857774 6.355695 -16.711016 0.429196 -1.452075 -5.680503 5.881141
-20.820003 -0.888281 4.309718 -16.028229 1.781350 -1.427817 -8.900956 6.302586
-18.607688 -1.806464 5.417935 -17.382565 1.597165 -2.495879 -8.228879 5.256313
-21.421851 -4.075645 2.441427 -15.224061 1.867872 -1.560227 -7.898745 3.633580
-18.718897 -4.728673 3.501374 -13.989082 2.979355 -2.929358 -8.328561 4.056050
-19.450376 -5.531831 0.352421 -14.481788 5.422764 -4.713692 -9.076154 5.056474
-20.202309 -4.836876 1.854213 -14.095438 2.974820 -4.230801 -9.898920 2.370674
-22.228157 -3.781715 2.456505 -13.469267 3.905577 -5.518022 -10.626282 2.590163
-21.714729 -5.687773 -0.743756 -11.993870 4.821718 -6.273832 -12.898060 1.593949
-19.616170 -4.702672 2.370375 -12.735128 5.853530 -5.575566 -11.180425 0.924349
-20.560455 -3.466707 -1.448138 -11.166715 4.022404 -5.654796 -11.404940 1.200815
-20.193995 -4.635178 -0.241961 -8.684098 5.772142 -6.105526 -12.179582 0.309224
-23.192926 -4.386190 -2.165985 -11.168241 4.911221 -4.040196 -13.020953 0.650861
-19.967712 -5.950387 -1.058918 -8.949194 4.309947 -2.656608 -15.449534 -0.852470
-20.953923 -2.797260 -2.852269 -8.910054 5.096513 -5.640653 -14.434389 -2.096612
-23.183697 -3.615702 -4.335920 -7.545770 5.505418 -3.541150 -15.330662 -0.686870
-20.663900 -2.098498 -3.065386 -5.858336 3.796766 -5.501413 -15.130386 -2.665921
-21.952792 -2.069975 -3.039660 -6.809664 5.049371 -2.272241 -17.147962 -5.325126
-23.817810 0.251815 -8.294187 -7.922854 0.559991 -1.815002 -16.866819 -3.743740
-21.225516 1.523811 -5.817006 -5.523686 5.066803 -0.935058 -16.259965 -5.337872
-23.459678 0.971623 -6.401007 -5.810475 2.018096 -1.022766 -17.557538 -4.481658
-22.075141 0.233403 -6.977135 -4.670638 -1.162836 1.182956 -20.562413 -4.097065
-21.540083 3.777973 -8.827581 -3.112020 -0.366899 0.963397 -19.620197 -6.873833
-21.597201 3.973096 -7.927335 -2.805829 -1.501819 3.554321 -17.516536 -5.997264
-22.136833 3.450888 -8.481555 -2.418561 -0.436339 2.197908 -19.663662 -4.770818
-20.209944 3.752994 -11.350892 -1.269655 -1.966824 3.557226 -21.177339 -6.262226
-22.547507 4.197912 -10.234141 -0.590525 -2.519672 3.032312 -20.047126 -6.301609
-20.062706 2.700383 -11.681781 -0.375009 -1.745257 3.265714 -20.320027 -3.611901
-20.213854 4.787201 -11.997259 -0.178354 -3.199518 5.899368 -19.918892 -3.875810
-21.476162 3.852144 -10.599575 2.582297 -3.552849 5.403993 -19.733900 -4.455953
-21.605688 5.084166 -14.239632 2.572365 -4.972932 4.482909 -20.136239 -3.952441
-21.270155 6.103851 -13.244721 4.076757 -3.963436 6.113960 -21.229580 -3.011265
-20.931343 6.726991 -13.020239 4.243716 -4.124986 4.526206 -19.131997 -1.371009
-21.608729 6.174641 -15.728621 4.139944 -5.214519 3.719425 -22.954827 -3.069821
-21.318140 4.841300 -15.468737 4.435400 -6.540171 4.382518 -22.400892 -0.705025
-20.349567 3.875897 -15.669436 7.258305 -7.070769 4.493962 -22.719895 -0.206613
-18.609252 3.378931 -14.583370 6.759692 -5.358328 2.858043 -21.811469 1.301506
-18.821599 5.242410 -15.202429 7.672297 -5.141771 3.146354 -23.069602 1.331408
-17.578711 2.225854 -17.684432 7.754365 -5.367666 0.319315 -22.012459 1.493943
-16.568330 0.795925 -16.706608 8.013636 -4.242128 5.561976 -22.601559 1.603060
-17.648396 1.008350 -17.061938 7.634878 -3.897450 3.208831 -23.138958 3.294145
-18.085152 2.380334 -18.446763 8.674395 -3.835607 2.016462 -22.479682 6.071212
-18.715450 0.621053 -18.413781 9.824407 -1.072384 0.200817 -25.059799 5.461894
-16.676473 -0.844264 -18.732622 11.501948 -2.186184 -0.260983 -22.825809 5.878591
-16.995848 -1.092141 -19.472306 11.672856 -0.483763 0.278326 -23.467688 5.011863
-16.231854 -1.673484 -20.029723 10.483583 -1.352469 -1.207367 -22.726651 6.108573
-14.341842 -3.053666 -19.222509 12.243795 -1.643411 -3.866124 -21.657437 5.375395
-15.396643 -3.724010 -19.550773 13.555101 0.357610 -3.997752 -22.971739 5.999548
-15.669125 -3.328589 -21.845845 14.194300 -0.526330 -3.230259 -21.604678 5.697585
-14.528445 -3.283629 -20.153356 16.121909 0.608120 -4.225007 -21.752403 4.185019
-11.399162 -3.537761 -21.085326 15.911115 2.442793 -5.555894 -20.124518 4.204073
-13.672983 -6.272269 -20.286283 16.225351 4.205135 -4.707502 -21.388587 4.400479
-11.663777 -5.124347 -22.537955 16.680665 1.503484 -5.427863 -20.206539 3.331184
-9.570865 -5.188223 -21.548647 16.340517 2.611399 -3.955607 -18.966885 3.095905
-13.347594 -4.811509 -22.087669 16.374959 3.252247 -5.980001 -22.222285 1.554709
-9.380460 -2.296926 -22.721828 18.788967 4.136460 -5.132441 -21.524230 2.948069
-8.415706 -5.291013 -22.728295 18.975062 6.646551 -6.507723 -21.566266 1.292331
-10.694666 -4.573357 -21.494799 17.208453 4.689800 -5.400139 -18.419601 0.598750
-9.326977 -4.237471 -22.673399 19.163407 4.996176 -4.311261 -20.779631 0.461212
-9.419539 -3.847961 -23.116002 20.622540 5.014913 -4.737302 -20.005684 -2.310063
-7.162464 -3.229975 -21.788687 20.187899 6.797914 -3.656019 -18.315322 -2.039594
-7.743345 -4.243736 -22.023572 19.952999 4.979361 -3.250580 -19.488143 -2.463335
-7.318609 -4.669087 -23.326292 19.717997 4.292653 -1.432176 -15.889918 -4.377654
-3.822930 -2.675070 -19.825638 20.642682 4.343593 -2.840280 -18.438586 -3.686906
-3.840540 -0.486797 -22.410432 20.277034 4.330915 -0.361387 -19.087344 -4.007050
-3.734638 -1.205701 -21.712605 20.894440 4.654006 0.294043 -15.308448 -4.141659
-3.961073 -0.989415 -22.378484 22.082826 4.889859 1.465715 -14.467674 -4.835560
-2.444768 1.154617 -19.634937 20.652658 2.134727 0.706474 -15.789673 -5.894517
-1.146419 0.959886 -21.847578 21.529579 0.971594 2.200371 -16.119726 -7.231576
2.393143 1.358596 -22.361183 20.345171 1.564147 3.088768 -15.043489 -5.435018
0.036991 2.769585 -21.890893 21.732845 1.789258 4.452994 -15.732785 -6.926501
-0.088947 3.462818 -22.332879 22.344427 1.022382 4.889606 -15.013559 -5.234940
1.056447 3.544599 -22.127421 21.916126 0.151059 1.999105 -14.071880 -6.244027
1.788749 5.482743 -22.203496 21.848545 -2.276981 2.724194 -12.720419 -4.769252
1.485955 5.252647 -20.247363 21.970122 -3.011420 6.380690 -12.095414 -3.408764
3.299751 4.862338 -21.464234 20.623198 -1.653899 6.878647 -11.146436 -3.566362
3.652425 5.886129 -20.497354 21.741813 -4.369614 4.233955 -10.972107 -4.536995
3.818234 5.782415 -18.946991 21.135805 -5.258137 5.940184 -11.367600 -2.686191
5.311991 5.975436 -20.277634 21.959156 -3.245615 5.610125 -8.853592 -3.433164
5.888727 5.590366 -20.375247 21.815806 -2.016457 6.122363 -10.177140 -1.004178
6.214327 5.287298 -19.495849 21.526036 -5.386980 4.445325 -8.742274 -2.083989
8.612536 6.313214 -17.828383 22.157863 -4.638748 3.808863 -9.204410 -0.678814
8.503019 4.783659 -18.833758 22.093136 -4.402610 3.435344 -5.845489 1.267739
9.075631 3.895362 -18.030384 20.974039 -3.861405 3.649879 -5.729937 0.941537
8.054757 3.228163 -18.341940 21.416303 -5.772365 1.820882 -6.121307 1.592560
9.918216 2.141777 -16.494850 19.152414 -4.054815 1.534174 -5.422820 3.311133
11.252237 1.952915 -15.288338 20.959498 -4.819750 1.837257 -4.650688 4.107467
12.617916 2.450873 -13.742649 20.139743 -3.422199 2.400240 -3.995677 1.928761
10.754151 1.381154 -16.648422 20.053520 -5.138132 -0.066401 -2.476427 5.341645
10.314484 3.161424 -16.939446 20.205727 -2.995894 -2.068305 -2.604921 2.588375
13.888984 0.746389 -14.636930 19.332451 -4.300942 -0.397244 -1.020868 4.321173
13.682766 -0.789122 -15.952866 18.006688 -3.886080 -3.125171 1.510997 3.718553
16.320492 -0.241668 -13.579139 19.059142 -2.035086 -3.758022 -0.714394 7.152261
15.736245 -0.688581 -14.026161 17.394710 -4.246007 -2.789026 1.132735 4.695899
14.945154 -3.625741 -13.638641 18.514263 -3.093365 -4.004355 1.150552 5.745102
17.037726 -3.259425 -12.281491 15.927847 -1.019551 -4.056140 -0.140714 4.242219
15.828744 -3.484922 -12.644336 15.768082 0.361431 -6.646572 1.916528 6.439234
16.600978 -4.120445 -10.685259 16.042662 2.078759 -4.535142 3.861237 5.038138
16.998259 -3.643375 -10.298985 15.420019 1.673163 -5.051185 3.912581 4.064423
17.671763 -3.667340 -8.962856 14.091532 0.523288 -5.144823 3.626632 4.385890
17.565364 -5.464809 -8.874964 12.851942 4.421772 -4.305665 4.085168 2.475913
18.548498 -4.919685 -6.897551 14.108446 3.942197 -5.897997 5.009635 4.079754
19.397934 -6.652475 -7.832070 14.049734 4.364161 -4.782587 5.804518 2.072843
19.276996 -5.109110 -5.873497 11.047806 4.655627 -4.669764 5.182852 3.174842
18.362030 -4.902625 -8.259106 12.657246 3.443247 -3.941621 5.874641 0.839192
19.455680 -6.244024 -5.031461 14.006594 5.306245 -2.144950 9.194815 -0.520662
19.568028 -2.477842 -4.803763 11.926464 5.046039 -3.285203 9.818539 -0.550095
21.162946 -5.709201 -4.631443 10.782158 5.813854 -2.796005 8.264019 -3.217557
21.270808 -4.452080 -1.588605 7.920379 5.649673 -0.425792 9.944836 -2.764638
21.053851 -3.680824 -1.790300 10.289953 6.049092 0.499187 10.931843 -1.369523
19.845804 -3.772157 -2.196087 8.856443 5.366959 -1.247356 11.877165 -2.970840
21.892954 -1.412327 -1.130552 7.894504 4.672065 0.687454 10.534178 -3.387361
21.925367 -1.150154 0.398763 8.633023 5.820921 1.352602 12.939867 -3.622712
22.988036 0.345825 1.374638 7.215625 3.215969 2.399483 12.546721 -5.868872
23.051775 -1.193011 -0.251760 6.007653 5.824064 3.157209 12.993336 -4.991010
22.119616 1.278401 -0.097798 5.648755 4.149687 4.676240 15.395672 -5.957594
22.619389 1.670108 0.804923 3.121718 2.868307 6.068298 15.958247 -4.579775
23.876069 1.048989 3.431416 3.687362 2.937179 4.135842 14.759592 -6.106678
22.454082 1.857460 2.875268 3.740511 2.121295 2.578594 17.043776 -4.040168
22.383785 3.567810 3.817134 2.896926 0.524615 5.080700 14.630574 -4.113049
20.542600 5.174669 4.027543 2.120901 -0.031321 6.238563 16.424361 -3.801411
23.035000 3.114733 4.569061 1.393756 0.636190 7.155729 14.488273 -4.565968
20.836205 5.558428 5.604763 2.461915 0.727753 5.309047 15.887311 -2.697811
22.010554 5.386322 6.369494 -0.279343 -3.809115 4.334112 16.587974 -2.198577
22.720822 4.176131 7.578988 0.212122 -2.134781 4.845807 16.823642 -3.931909
21.611104 4.059418 7.318051 -2.330377 -2.078061 4.268796 17.992727 -3.425164
21.810005 6.496720 7.587852 -1.514622 -1.551098 5.264456 18.608501 -2.578349
20.394058 4.978749 9.068138 -3.949413 -6.080112 4.180916 18.872923 -0.090255
22.561317 3.349149 9.073448 -4.229861 -3.970750 2.370640 18.423076 -0.610037
20.830665 4.391784 9.566453 -5.013799 -4.282286 2.070762 18.395938 1.283210
21.647953 4.251500 11.842504 -4.760420 -5.645306 1.817393 19.950458 1.073406
20.640690 3.013666 11.562001 -6.479795 -4.393041 1.099957 22.571020 1.609743
22.029635 3.539717 13.864206 -4.022990 -4.571448 -0.762254 21.145469 1.604395
20.186708 1.151638 9.857409 -6.438365 -5.789538 -0.745384 20.422962 2.519217
21.101789 2.935924 11.037584 -7.068430 -5.706882 -0.831979 21.447879 4.338195
20.523681 1.039768 14.176813 -10.019731 -4.120647 -2.237657 22.179887 4.626219
19.141356 0.451569 15.431088 -7.626344 -5.946638 -3.630324 21.156719 6.380014
20.687018 1.053229 13.840572 -11.467455 -3.700609 -2.455402 22.234712 3.278313
18.195768 -0.283732 13.841967 -9.290954 -2.970422 -3.817896 21.328744 6.551291
19.080920 -2.596614 15.062935 -11.737076 -4.991197 -4.717846 23.402522 4.353664
19.559602 -2.265092 16.103177 -10.893982 -4.286908 -6.179530 21.432994 4.958784
16.374531 -3.566316 17.093735 -11.602790 -4.043193 -4.409594 20.673666 4.196379
16.354569 -4.429669 17.250069 -13.669373 -2.950891 -4.494233 21.312967 4.799420
15.685260 -3.614190 17.196984 -12.658548 -1.842213 -3.518906 22.061902 4.234769
15.615112 -3.345907 16.874461 -13.985085 0.291308 -6.046995 22.152485 3.598455
16.386807 -4.541780 19.368511 -16.364887 0.218192 -3.776799 25.236371 3.309937
14.778342 -5.296081 18.118437 -15.029421 0.507616 -3.761263 20.772765 3.085135
15.288607 -6.787650 19.063633 -16.028350 0.812446 -4.936343 22.925708 1.079084
12.645671 -5.476452 19.775971 -15.865440 0.540147 -5.943809 23.030661 3.237283
14.241256 -4.793018 19.891644 -16.089370 1.255606 -3.677791 23.367776 0.969240
13.279240 -5.280232 20.221116 -18.309292 2.103520 -2.685940 21.805901 1.961341
12.630059 -4.866586 21.222963 -17.489465 4.049404 -2.409060 22.942269 0.547683
10.524649 -4.053260 20.076423 -18.299310 5.382721 -1.773796 22.427394 -0.255742
12.833967 -5.581780 19.854484 -18.335116 5.937595 -1.109618 21.260438 0.094116
9.573320 -5.433011 20.437843 -19.566052 6.172713 -2.354149 21.068618 -2.678341
9.883116 -3.049437 19.608503 -18.203882 5.706619 0.438943 19.782009 -1.582395
10.029006 -3.730302 22.215191 -18.941746 7.221733 0.836589 22.055232 -3.305437
10.320935 -3.918852 22.628142 -17.667081 6.898974 1.561455 20.153600 -5.273870
8.472600 -3.383474 22.370709 -17.947310 4.791429 3.068668 20.279216 -4.433469
6.996429 -0.478491 22.088970 -20.920891 5.504988 3.074804 21.995975 -4.064501
8.209471 -2.086975 21.875540 -19.899354 6.783124 1.986820 20.691999 -4.459128
4.919893 0.736574 23.628761 -19.634262 4.624373 4.110689 17.797428 -5.834239
5.961934 0.252168 24.503278 -19.583297 0.453641 6.363590 19.973481 -4.635325
4.757676 3.037801 23.166191 -20.832886 4.600033 5.370479 18.513743 -5.233154
4.399257 1.349191 22.626697 -22.172264 6.025158 6.166569 17.776268 -7.231811
3.150248 3.466567 20.288392 -20.931907 2.708166 4.512601 18.556563 -4.912384
4.285204 4.344124 21.980852 -21.864485 4.736057 5.407899 17.233618 -4.906786
1.922015 3.935434 22.070993 -23.428140 1.908156 4.320672 18.163729 -5.046172
2.515540 5.548853 20.919322 -21.060244 2.871640 3.860686 17.695663 -3.118263
-1.248660 5.317924 21.745383 -20.416864 -1.022601 3.565236 15.569994 -4.081913
0.458025 6.721071 22.061114 -21.583057 -0.729836 4.987171 17.823265 -1.632667
-1.479808 5.729988 21.364248 -20.891731 -2.235016 4.906022 16.051925 -1.352164
-1.885734 5.171052 21.071447 -22.071262 -0.887845 3.958616 13.815347 -0.791996
-0.950427 5.647409 22.749389 -21.559459 -1.665982 1.031494 14.066750 -1.099049
-4.689942 6.494158 21.888798 -23.528658 -3.532714 2.238107 13.227152 1.270136
-2.102968 6.091208 22.145899 -22.697536 -2.573669 0.882694 13.323071 -1.783932
-3.695126 6.280514 21.817331 -21.604836 -3.174229 2.399350 12.722011 2.004870
-6.057793 4.034839 20.386388 -20.386051 -4.845470 0.213301 12.516258 0.328913
-6.212798 3.457700 20.528568 -20.713929 -3.456532 -0.979812 9.694305 0.456859
-6.390777 3.388341 20.464000 -19.333481 -6.465078 -0.472060 12.356385 3.005255
-6.729358 4.137010 21.334493 -23.684704 -4.528419 -1.493440 10.335346 1.762204
-5.518558 2.872735 19.657852 -22.075853 -6.705121 -4.638418 12.372298 4.786301
-7.829472 3.366768 19.808249 -19.782592 -4.566382 -2.497240 7.684091 4.926266
-9.580957 0.369073 19.660327 -20.175407 -5.256540 -5.054957 5.836885 6.022998
-9.146353 0.760366 20.243448 -18.502803 -4.203671 -4.939713 8.211209 3.711960
-10.027191 0.589217 18.661210 -18.469765 -4.577838 -6.008841 5.834712 4.147558
-10.401727 0.442191 18.656026 -18.499046 -2.707855 -5.296444 6.942461 3.377047
-11.257846 -0.968214 18.264287 -19.848361 -5.865571 -3.383010 5.905099 4.205621
-11.446147 -0.272653 18.358109 -19.136324 -2.172254 -6.978043 5.441406 4.915038
-13.522003 -3.260798 17.567752 -18.245113 -4.599333 -5.321092 2.074262 4.532648
-13.089529 -4.246263 17.969660 -16.486736 -3.981420 -5.074125 1.191379 3.761445
-11.809591 -3.658121 14.957710 -18.972422 -1.233461 -3.817484 1.814222 2.753710
-14.198175 -6.585391 15.777417 -17.974979 -1.623418 -4.630392 2.811907 2.786068
-14.286038 -5.618736 14.885644 -16.442073 0.022176 -3.455488 2.300353 3.088196
-15.324868 -5.686630 13.984912 -16.929127 -0.195740 -1.918465 1.876272 -1.104317
-15.759326 -5.173648 14.095510 -15.137067 0.727914 -2.550478 -0.907560 2.523559
-16.866266 -5.584173 13.933135 -14.474456 1.944133 -1.846614 -0.538534 0.086953
-16.356425 -5.758168 13.341110 -13.884129 2.665027 -0.997209 -2.456937 0.877161
-16.833802 -6.882211 10.450543 -15.057915 2.240124 0.061695 -3.538149 -1.957174
-16.248863 -4.716061 12.410461 -13.574653 3.076603 0.174324 -2.621896 -1.341589
-17.840751 -5.453846 11.605330 -11.118259 3.241776 1.525138 -4.433257 -0.468636
-19.860517 -5.261483 11.144053 -11.688215 4.158144 1.245634 -3.304188 -2.383085
-19.582545 -5.803689 10.414259 -12.076003 6.101528 1.316867 -5.466902 -2.655068
-18.384726 -3.614859 10.132823 -11.796971 4.065129 1.723028 -4.295247 -4.444657
-19.048474 -4.152998 8.977334 -10.951787 5.528409 3.953702 -7.025904 -2.396484
-18.576359 -1.956103 7.187749 -8.392686 5.704222 4.230542 -5.059294 -2.960970
-20.064555 -1.591461 7.131420 -8.976169 6.503354 2.859855 -6.900182 -5.136737
-18.270026 -0.589441 7.791686 -6.210889 6.182508 6.480517 -7.634492 -4.799774
-20.421923 -0.487311 6.632940 -8.896885 5.710964 4.826899 -7.729355 -4.415886
-20.974635 0.502690 4.400697 -6.075997 6.622838 5.734711 -9.543212 -5.590240
-20.654316 0.577176 3.186817 -7.540110 6.005147 4.258449 -10.961529 -5.561595
-22.325479 2.057730 3.696800 -3.994095 7.280724 4.799563 -9.741324 -5.300204
-22.270635 1.806056 4.043182 -5.151024 3.542299 6.581467 -10.163127 -6.404767
-20.138257 5.168429 2.819390 -4.025325 3.680841 5.210756 -11.914749 -4.076679
-20.449619 4.587173 -0.078235 -2.111359 1.196362 5.130822 -12.480245 -3.160089
-21.881674 4.455438 2.059005 -1.059767 3.650749 3.783417 -12.368872 -5.764504
-23.327198 3.680795 1.250343 -1.978862 1.739555 2.457423 -13.316751 -4.461626
-19.947507 3.593635 -0.734802 -2.391791 2.000879 3.878665 -13.748145 -2.726831
-22.054898 4.298591 1.787499 -0.466951 0.712101 2.708038 -15.287350 -0.889162
-23.398361 5.378890 0.904919 -0.874475 -0.503892 -0.252032 -15.790367 -1.463857
-23.371295 5.027446 -1.558175 1.046093 -1.491297 0.683355 -15.474484 -0.422926
-23.032346 3.665344 -2.762292 1.476537 -1.447211 0.460579 -16.389321 -0.400647
-22.824303 6.153176 -2.329216 2.692301 -2.531607 -0.541851 -15.614165 -0.837620
-22.429181 4.595068 -2.750034 3.579860 -3.308086 -0.753111 -18.713727 0.859219
-21.794089 3.589412 -5.416973 3.605302 -4.632330 -1.401389 -18.454014 0.799441
-21.869236 4.976828 -5.172961 5.353149 -3.498550 -3.043653 -17.845605 4.285217
-22.552474 3.975124 -6.212896 5.835917 -3.923787 -3.646319 -20.050041 3.510651
-23.841255 4.301146 -6.871729 3.889476 -6.443485 -3.361656 -18.089870 5.201065
-19.669845 4.401543 -7.597342 5.883230 -5.928667 -5.788428 -19.921510 3.741910
-21.010140 1.998159 -7.664545 6.376144 -5.207740 -5.724785 -19.030037 4.787773
-21.527333 0.409624 -9.263972 9.705861 -5.014823 -4.569032 -18.871601 6.521149
-20.845105 2.151024 -7.980496 8.287791 -6.197157 -4.448552 -18.829073 6.304374
-21.352075 0.146275 -9.342167 9.706935 -4.034182 -6.156372 -20.629944 4.453112
-20.545858 -1.386701 -10.516097 8.856941 -4.959465 -5.154982 -21.552128 4.843230
-20.120441 -0.894429 -10.795214 10.251454 -4.150632 -5.041161 -18.537270 5.919090
-20.718877 0.626525 -12.862561 11.021419 -4.568618 -4.818418 -21.745662 5.877676
-18.894530 -1.631356 -11.124979 12.704061 -2.951016 -4.606572 -21.145975 4.427724
-20.033756 -2.342052 -11.946039 12.406786 -4.044771 -3.988213 -20.335528 5.785222
-19.120452 -3.871060 -12.303399 12.557459 -1.709022 -4.701297 -20.825419 3.145050
-20.855185 -3.192997 -13.726944 12.702736 -1.619373 -2.346092 -22.864669 4.896838
-17.015838 -5.127772 -14.552256 13.328595 -1.989457 -1.561577 -22.775261 3.323929
-16.884722 -5.038005 -14.351208 16.320995 -1.137919 -2.173178 -21.989568 2.272991
-15.424881 -3.817176 -12.755212 15.549634 -1.104786 -1.181515 -22.948860 0.780913
-16.312760 -4.834788 -14.746206 15.517784 -1.563970 0.437767 -22.920297 1.379839
-16.305200 -3.369869 -15.088273 17.052161 1.176588 0.703062 -24.372483 0.630229
-14.333414 -5.427331 -15.092048 16.438312 0.431054 1.737263 -20.664915 -1.089177
-16.918257 -6.212322 -15.680837 16.836750 1.204019 1.150867 -23.688348 -0.229567
-13.377423 -5.091763 -18.521739 17.291692 1.029690 2.297892 -22.912616 -3.331889
-14.866174 -3.784091 -16.519933 18.812442 4.181129 2.982427 -23.823735 -2.041740
-15.258956 -4.101635 -18.474951 17.131851 4.461558 3.441400 -22.919942 -2.795181
-11.031245 -2.406035 -18.169805 17.063708 4.404524 3.048189 -22.434028 -4.569050
-12.217903 -3.375046 -18.377764 19.863474 4.431814 4.077812 -21.648088 -5.995330
-11.282550 -3.331805 -18.721308 18.766085 4.966578 3.803200 -23.526380 -3.459588
-11.476304 0.189022 -21.123911 20.751030 4.116536 5.090969 -22.517260 -2.851913
-11.514924 -0.514985 -20.197875 21.255428 5.594841 4.390820 -22.678370 -5.921315
-11.271693 0.012553 -22.390999 20.464567 6.022232 7.653350 -22.121856 -6.493426
-11.046032 -1.686074 -22.314700 20.086075 5.323858 3.884123 -21.194841 -4.909551
-9.724697 -0.637650 -21.263567 21.743642 5.236741 3.910397 -21.575166 -5.427522
-8.047198 0.123499 -22.411718 21.330014 4.978786 3.852611 -23.126523 -1.260023
-8.295255 1.579579 -20.373112 22.344627 3.640630 3.618884 -19.591494 -6.100978
-6.307053 3.144635 -22.714430 21.879344 4.997730 2.676617 -21.089533 -3.569885
-3.554275 2.227005 -21.563619 23.194614 1.972248 3.885632 -19.459476 -4.698478
-6.491489 5.276810 -22.260950 20.696211 4.194152 3.191791 -19.907746 -5.614926
-4.514497 5.522735 -20.545940 23.485762 2.329048 1.320554 -19.990836 -2.401497
-3.563506 4.990738 -21.797607 20.633141 2.584989 0.805481 -18.843412 -2.929599
-2.705215 4.418317 -21.647752 23.618488 1.606303 1.388229 -17.789294 -1.469976
-4.185001 4.060469 -23.070462 23.916525 0.627765 0.898827 -16.201761 -0.884265
-0.563084 5.805004 -22.376994 20.859379 1.721189 -0.737219 -18.638807 0.445296
-2.707177 5.071561 -21.971117 21.595182 0.702858 -1.978775 -18.092087 -0.341944
-0.364828 4.943764 -22.244971 22.677398 -1.053414 -2.680091 -18.533571 1.252219
0.160389 3.232913 -24.473559 20.226379 -1.144054 -3.091628 -16.852425 2.677328
0.499808 5.445833 -21.682482 21.222039 -4.885215 -2.926842 -17.296890 3.529397
0.049742 6.503639 -23.049251 20.396701 -5.101784 -5.844611 -15.994503 1.808461
1.906394 4.857038 -24.244302 21.312699 -3.527707 -5.278016 -15.062548 6.302928
2.416714 4.081812 -21.324533 21.353107 -3.721413 -5.533772 -16.404994 3.701047
2.450980 3.596219 -21.526591 21.368340 -3.028720 -3.658493 -17.059091 2.957391
2.931123 2.807265 -21.716158 19.652862 -4.806472 -4.753622 -13.546605 6.161430
4.445094 4.031423 -21.830447 20.454639 -6.186637 -4.891515 -12.393143 6.658588
5.946639 1.479548 -21.726554 20.092158 -4.915106 -4.271903 -11.846403 5.754863
6.954427 -0.295919 -21.676777 20.838426 -6.859120 -3.707965 -12.096720 4.423454
6.250533 0.020806 -20.922069 17.983381 -3.716584 -4.314657 -12.349730 4.722210
10.021377 0.513773 -20.525324 19.593238 -5.679390 -4.842068 -10.957210 5.486138
5.741147 -0.797953 -20.069896 18.328824 -4.788901 -4.973511 -12.846161 5.732088
10.050870 -2.156053 -21.589621 19.827824 -4.996793 -3.051462 -10.125827 4.461804
9.395356 -2.338765 -20.052629 18.343514 -5.662990 -1.695639 -10.177786 4.433120
11.426704 -2.572267 -19.327356 16.997224 -4.206365 -3.280148 -8.048546 2.983829
10.446948 -3.909981 -19.028365 15.921727 -4.186023 -1.039112 -8.226236 1.575945
11.272310 -4.775397 -21.199708 16.615069 -3.118435 -1.777030 -6.737994 2.849090
11.176999 -3.721382 -20.269013 17.878127 -3.123647 -1.482907 -6.085945 1.855059
13.264554 -4.946323 -18.806113 16.382879 -2.150621 2.541474 -4.036114 1.144214
14.048709 -4.474743 -18.582818 16.635738 -1.724560 -0.291306 -5.244765 1.093021
